# SignalP-6.0	Organism: Eukarya	Timestamp: 20250630065032
# ID	Prediction	OTHER	SP(Sec/SPI)	CS Position
ATUBSCAF1_000267-T1 ATUBSCAF1_000267	OTHER	1.000000	0.000002	
ATUBSCAF1_000268-T1 ATUBSCAF1_000268	OTHER	1.000000	0.000002	
ATUBSCAF1_000268-T2 ATUBSCAF1_000268	OTHER	1.000000	0.000002	
ATUBSCAF1_000270-T1 ATUBSCAF1_000270	OTHER	1.000000	0.000000	
ATUBSCAF1_000270-T2 ATUBSCAF1_000270	OTHER	1.000000	0.000000	
ATUBSCAF1_000271-T1 ATUBSCAF1_000271	OTHER	1.000000	0.000000	
ATUBSCAF1_000272-T1 ATUBSCAF1_000272	OTHER	1.000000	0.000000	
ATUBSCAF1_000273-T1 ATUBSCAF1_000273	OTHER	1.000000	0.000000	
ATUBSCAF1_000274-T1 ATUBSCAF1_000274	OTHER	1.000000	0.000001	
ATUBSCAF1_000275-T1 ATUBSCAF1_000275	OTHER	0.994579	0.005449	
ATUBSCAF1_000276-T1 ATUBSCAF1_000276	OTHER	1.000000	0.000000	
ATUBSCAF1_000277-T1 ATUBSCAF1_000277	SP	0.007605	0.992361	CS pos: 32-33. Pr: 0.9669
ATUBSCAF1_000278-T1 ATUBSCAF1_000278	OTHER	1.000000	0.000000	
ATUBSCAF1_000278-T2 ATUBSCAF1_000278	OTHER	1.000000	0.000000	
ATUBSCAF1_000278-T3 ATUBSCAF1_000278	OTHER	1.000000	0.000000	
ATUBSCAF1_000279-T1 ATUBSCAF1_000279	OTHER	1.000000	0.000000	
ATUBSCAF1_000279-T2 ATUBSCAF1_000279	OTHER	1.000000	0.000000	
ATUBSCAF1_000280-T1 ATUBSCAF1_000280	OTHER	1.000000	0.000005	
ATUBSCAF1_000281-T1 ATUBSCAF1_000281	OTHER	1.000000	0.000000	
ATUBSCAF1_000282-T1 ATUBSCAF1_000282	OTHER	1.000000	0.000001	
ATUBSCAF1_000283-T1 ATUBSCAF1_000283	OTHER	1.000000	0.000000	
ATUBSCAF1_000284-T1 ATUBSCAF1_000284	OTHER	1.000000	0.000000	
ATUBSCAF1_000285-T1 ATUBSCAF1_000285	OTHER	1.000000	0.000000	
ATUBSCAF1_000286-T1 ATUBSCAF1_000286	OTHER	1.000000	0.000000	
ATUBSCAF1_000287-T1 ATUBSCAF1_000287	OTHER	1.000000	0.000002	
ATUBSCAF1_000288-T1 ATUBSCAF1_000288	OTHER	1.000000	0.000000	
ATUBSCAF1_000289-T1 ATUBSCAF1_000289	OTHER	1.000000	0.000000	
ATUBSCAF1_000290-T1 ATUBSCAF1_000290	OTHER	0.998340	0.001681	
ATUBSCAF1_000291-T1 ATUBSCAF1_000291	OTHER	1.000000	0.000000	
ATUBSCAF1_000292-T1 ATUBSCAF1_000292	OTHER	1.000000	0.000000	
ATUBSCAF1_000293-T1 ATUBSCAF1_000293	OTHER	1.000000	0.000000	
ATUBSCAF1_000294-T1 ATUBSCAF1_000294	OTHER	1.000000	0.000000	
ATUBSCAF1_000295-T1 ATUBSCAF1_000295	OTHER	1.000000	0.000000	
ATUBSCAF1_000296-T1 ATUBSCAF1_000296	OTHER	1.000000	0.000000	
ATUBSCAF1_000297-T1 ATUBSCAF1_000297	OTHER	1.000000	0.000000	
ATUBSCAF1_000298-T1 ATUBSCAF1_000298	OTHER	1.000000	0.000000	
ATUBSCAF1_000299-T1 ATUBSCAF1_000299	OTHER	1.000000	0.000000	
ATUBSCAF1_000299-T2 ATUBSCAF1_000299	OTHER	1.000000	0.000000	
ATUBSCAF1_000300-T1 ATUBSCAF1_000300	OTHER	1.000000	0.000000	
ATUBSCAF1_000301-T1 ATUBSCAF1_000301	OTHER	1.000000	0.000000	
ATUBSCAF1_000302-T1 ATUBSCAF1_000302	OTHER	1.000000	0.000000	
ATUBSCAF1_000303-T1 ATUBSCAF1_000303	OTHER	1.000000	0.000000	
ATUBSCAF1_000303-T2 ATUBSCAF1_000303	OTHER	1.000000	0.000000	
ATUBSCAF1_000304-T1 ATUBSCAF1_000304	OTHER	1.000000	0.000001	
ATUBSCAF1_000304-T2 ATUBSCAF1_000304	OTHER	1.000000	0.000001	
ATUBSCAF1_000304-T3 ATUBSCAF1_000304	OTHER	1.000000	0.000001	
ATUBSCAF1_000305-T1 ATUBSCAF1_000305	OTHER	1.000000	0.000000	
ATUBSCAF1_000306-T1 ATUBSCAF1_000306	OTHER	1.000000	0.000002	
ATUBSCAF1_000307-T1 ATUBSCAF1_000307	OTHER	1.000000	0.000000	
ATUBSCAF1_000308-T1 ATUBSCAF1_000308	OTHER	1.000000	0.000000	
ATUBSCAF1_000309-T1 ATUBSCAF1_000309	OTHER	1.000000	0.000000	
ATUBSCAF1_000310-T1 ATUBSCAF1_000310	OTHER	1.000000	0.000000	
ATUBSCAF1_000311-T1 ATUBSCAF1_000311	OTHER	1.000000	0.000002	
ATUBSCAF1_000312-T1 ATUBSCAF1_000312	OTHER	0.997610	0.002409	
ATUBSCAF1_000313-T1 ATUBSCAF1_000313	OTHER	0.999695	0.000333	
ATUBSCAF1_000314-T1 ATUBSCAF1_000314	OTHER	1.000000	0.000000	
ATUBSCAF1_000315-T1 ATUBSCAF1_000315	OTHER	1.000000	0.000000	
ATUBSCAF1_000316-T1 ATUBSCAF1_000316	OTHER	1.000000	0.000002	
ATUBSCAF1_000317-T1 ATUBSCAF1_000317	OTHER	1.000000	0.000000	
ATUBSCAF1_000318-T1 ATUBSCAF1_000318	OTHER	1.000000	0.000000	
ATUBSCAF1_000319-T1 ATUBSCAF1_000319	OTHER	1.000000	0.000000	
ATUBSCAF1_000320-T1 ATUBSCAF1_000320	OTHER	1.000000	0.000000	
ATUBSCAF1_000321-T1 ATUBSCAF1_000321	OTHER	0.999685	0.000361	
ATUBSCAF1_000322-T1 ATUBSCAF1_000322	OTHER	1.000000	0.000008	
ATUBSCAF1_000322-T2 ATUBSCAF1_000322	OTHER	1.000000	0.000000	
ATUBSCAF1_000323-T1 ATUBSCAF1_000323	OTHER	1.000000	0.000018	
ATUBSCAF1_000324-T1 ATUBSCAF1_000324	OTHER	1.000000	0.000000	
ATUBSCAF1_000325-T1 ATUBSCAF1_000325	OTHER	1.000000	0.000002	
ATUBSCAF1_000326-T1 ATUBSCAF1_000326	OTHER	1.000000	0.000000	
ATUBSCAF1_000327-T1 ATUBSCAF1_000327	OTHER	1.000000	0.000000	
ATUBSCAF1_000327-T2 ATUBSCAF1_000327	OTHER	1.000000	0.000000	
ATUBSCAF1_000328-T1 ATUBSCAF1_000328	OTHER	1.000000	0.000000	
ATUBSCAF1_000329-T1 ATUBSCAF1_000329	OTHER	1.000000	0.000000	
ATUBSCAF1_000330-T1 ATUBSCAF1_000330	OTHER	1.000000	0.000000	
ATUBSCAF1_000331-T1 ATUBSCAF1_000331	OTHER	1.000000	0.000000	
ATUBSCAF1_000332-T1 ATUBSCAF1_000332	OTHER	1.000000	0.000001	
ATUBSCAF1_000333-T1 ATUBSCAF1_000333	SP	0.000286	0.999696	CS pos: 22-23. Pr: 0.9524
ATUBSCAF1_000334-T1 ATUBSCAF1_000334	OTHER	0.999874	0.000161	
ATUBSCAF1_000335-T1 ATUBSCAF1_000335	OTHER	1.000000	0.000000	
ATUBSCAF1_000336-T1 ATUBSCAF1_000336	OTHER	0.999989	0.000045	
ATUBSCAF1_000337-T1 ATUBSCAF1_000337	OTHER	1.000000	0.000001	
ATUBSCAF1_000338-T1 ATUBSCAF1_000338	OTHER	1.000000	0.000000	
ATUBSCAF1_000339-T1 ATUBSCAF1_000339	OTHER	1.000000	0.000001	
ATUBSCAF1_000340-T1 ATUBSCAF1_000340	OTHER	0.999920	0.000098	
ATUBSCAF1_000341-T1 ATUBSCAF1_000341	OTHER	1.000000	0.000000	
ATUBSCAF1_000342-T1 ATUBSCAF1_000342	OTHER	1.000000	0.000000	
ATUBSCAF1_000343-T1 ATUBSCAF1_000343	OTHER	1.000000	0.000018	
ATUBSCAF1_000343-T2 ATUBSCAF1_000343	OTHER	1.000000	0.000006	
ATUBSCAF1_000344-T1 ATUBSCAF1_000344	OTHER	1.000000	0.000001	
ATUBSCAF1_000345-T1 ATUBSCAF1_000345	OTHER	1.000000	0.000001	
ATUBSCAF1_000346-T1 ATUBSCAF1_000346	OTHER	0.999911	0.000105	
ATUBSCAF1_000347-T1 ATUBSCAF1_000347	SP	0.000322	0.999627	CS pos: 18-19. Pr: 0.9745
ATUBSCAF1_000348-T1 ATUBSCAF1_000348	SP	0.006232	0.993740	CS pos: 37-38. Pr: 0.9339
ATUBSCAF1_000349-T1 ATUBSCAF1_000349	OTHER	1.000000	0.000000	
ATUBSCAF1_000350-T1 ATUBSCAF1_000350	OTHER	1.000000	0.000003	
ATUBSCAF1_000351-T1 ATUBSCAF1_000351	SP	0.000526	0.999453	CS pos: 24-25. Pr: 0.9713
ATUBSCAF1_000352-T1 ATUBSCAF1_000352	OTHER	1.000000	0.000002	
ATUBSCAF1_000353-T1 ATUBSCAF1_000353	OTHER	1.000000	0.000000	
ATUBSCAF1_000354-T1 ATUBSCAF1_000354	OTHER	1.000000	0.000000	
ATUBSCAF1_000355-T1 ATUBSCAF1_000355	SP	0.102970	0.897005	CS pos: 27-28. Pr: 0.8379
ATUBSCAF1_000356-T1 ATUBSCAF1_000356	OTHER	1.000000	0.000000	
ATUBSCAF1_000357-T1 ATUBSCAF1_000357	OTHER	1.000000	0.000000	
ATUBSCAF1_000359-T1 ATUBSCAF1_000359	SP	0.000335	0.999645	CS pos: 21-22. Pr: 0.9596
ATUBSCAF1_000360-T1 ATUBSCAF1_000360	SP	0.000287	0.999688	CS pos: 17-18. Pr: 0.9673
ATUBSCAF1_000361-T1 ATUBSCAF1_000361	OTHER	0.999852	0.000183	
ATUBSCAF1_000362-T1 ATUBSCAF1_000362	OTHER	0.999302	0.000723	
ATUBSCAF1_000363-T1 ATUBSCAF1_000363	OTHER	1.000000	0.000000	
ATUBSCAF1_000364-T1 ATUBSCAF1_000364	SP	0.000317	0.999667	CS pos: 19-20. Pr: 0.9721
ATUBSCAF1_000365-T1 ATUBSCAF1_000365	OTHER	1.000000	0.000000	
ATUBSCAF1_000366-T1 ATUBSCAF1_000366	OTHER	1.000000	0.000000	
ATUBSCAF1_000367-T1 ATUBSCAF1_000367	OTHER	0.999352	0.000670	
ATUBSCAF1_000368-T1 ATUBSCAF1_000368	SP	0.000330	0.999653	CS pos: 20-21. Pr: 0.9729
ATUBSCAF1_000370-T1 ATUBSCAF1_000370	OTHER	1.000000	0.000040	
ATUBSCAF1_000371-T1 ATUBSCAF1_000371	OTHER	1.000000	0.000001	
ATUBSCAF1_000372-T1 ATUBSCAF1_000372	OTHER	1.000000	0.000000	
ATUBSCAF1_000373-T1 ATUBSCAF1_000373	OTHER	1.000000	0.000000	
ATUBSCAF1_000374-T1 ATUBSCAF1_000374	OTHER	1.000000	0.000000	
ATUBSCAF1_000375-T1 ATUBSCAF1_000375	OTHER	1.000000	0.000000	
ATUBSCAF1_000376-T1 ATUBSCAF1_000376	OTHER	1.000000	0.000000	
ATUBSCAF1_000377-T1 ATUBSCAF1_000377	OTHER	1.000000	0.000004	
ATUBSCAF1_000378-T1 ATUBSCAF1_000378	OTHER	0.999975	0.000028	
ATUBSCAF1_000379-T1 ATUBSCAF1_000379	OTHER	1.000000	0.000000	
ATUBSCAF1_000380-T1 ATUBSCAF1_000380	OTHER	0.990253	0.009764	
ATUBSCAF1_000381-T1 ATUBSCAF1_000381	OTHER	1.000000	0.000012	
ATUBSCAF1_000382-T1 ATUBSCAF1_000382	OTHER	1.000000	0.000000	
ATUBSCAF1_000383-T1 ATUBSCAF1_000383	OTHER	1.000000	0.000000	
ATUBSCAF1_000384-T1 ATUBSCAF1_000384	OTHER	0.999449	0.000576	
ATUBSCAF1_000385-T1 ATUBSCAF1_000385	OTHER	1.000000	0.000000	
ATUBSCAF1_000386-T1 ATUBSCAF1_000386	OTHER	0.973448	0.026589	
ATUBSCAF1_000387-T1 ATUBSCAF1_000387	OTHER	1.000000	0.000000	
ATUBSCAF1_000388-T1 ATUBSCAF1_000388	OTHER	1.000000	0.000030	
ATUBSCAF1_000389-T1 ATUBSCAF1_000389	OTHER	1.000000	0.000001	
ATUBSCAF1_000390-T1 ATUBSCAF1_000390	OTHER	1.000000	0.000000	
ATUBSCAF1_000391-T1 ATUBSCAF1_000391	OTHER	1.000000	0.000000	
ATUBSCAF1_000392-T1 ATUBSCAF1_000392	OTHER	1.000000	0.000000	
ATUBSCAF1_000393-T1 ATUBSCAF1_000393	OTHER	1.000000	0.000000	
ATUBSCAF1_000393-T2 ATUBSCAF1_000393	OTHER	1.000000	0.000000	
ATUBSCAF1_000394-T1 ATUBSCAF1_000394	OTHER	1.000000	0.000000	
ATUBSCAF1_000395-T1 ATUBSCAF1_000395	OTHER	1.000000	0.000000	
ATUBSCAF1_000395-T2 ATUBSCAF1_000395	OTHER	1.000000	0.000000	
ATUBSCAF1_000396-T1 ATUBSCAF1_000396	OTHER	0.999927	0.000100	
ATUBSCAF1_000397-T1 ATUBSCAF1_000397	OTHER	1.000000	0.000000	
ATUBSCAF1_000398-T1 ATUBSCAF1_000398	OTHER	1.000000	0.000000	
ATUBSCAF1_000399-T1 ATUBSCAF1_000399	OTHER	1.000000	0.000001	
ATUBSCAF1_000400-T1 ATUBSCAF1_000400	OTHER	1.000000	0.000001	
ATUBSCAF1_000401-T1 ATUBSCAF1_000401	OTHER	1.000000	0.000002	
ATUBSCAF1_000402-T1 ATUBSCAF1_000402	OTHER	1.000000	0.000000	
ATUBSCAF1_000403-T1 ATUBSCAF1_000403	OTHER	1.000000	0.000000	
ATUBSCAF1_000404-T1 ATUBSCAF1_000404	OTHER	1.000000	0.000000	
ATUBSCAF1_000405-T1 ATUBSCAF1_000405	OTHER	0.999951	0.000034	
ATUBSCAF1_000406-T1 ATUBSCAF1_000406	OTHER	1.000000	0.000000	
ATUBSCAF1_000407-T1 ATUBSCAF1_000407	OTHER	1.000000	0.000000	
ATUBSCAF1_000408-T1 ATUBSCAF1_000408	OTHER	1.000000	0.000000	
ATUBSCAF1_000409-T1 ATUBSCAF1_000409	OTHER	0.999988	0.000039	
ATUBSCAF1_000410-T1 ATUBSCAF1_000410	OTHER	0.999988	0.000038	
ATUBSCAF1_000411-T1 ATUBSCAF1_000411	OTHER	1.000000	0.000000	
ATUBSCAF1_000412-T1 ATUBSCAF1_000412	OTHER	1.000000	0.000000	
ATUBSCAF1_000413-T1 ATUBSCAF1_000413	OTHER	1.000000	0.000000	
ATUBSCAF1_000414-T1 ATUBSCAF1_000414	OTHER	1.000000	0.000000	
ATUBSCAF1_000415-T1 ATUBSCAF1_000415	OTHER	1.000000	0.000000	
ATUBSCAF1_000416-T1 ATUBSCAF1_000416	OTHER	0.999115	0.000909	
ATUBSCAF1_000417-T1 ATUBSCAF1_000417	OTHER	1.000000	0.000004	
ATUBSCAF1_000417-T2 ATUBSCAF1_000417	OTHER	1.000000	0.000004	
ATUBSCAF1_000417-T3 ATUBSCAF1_000417	OTHER	1.000000	0.000004	
ATUBSCAF1_000418-T1 ATUBSCAF1_000418	OTHER	1.000000	0.000000	
ATUBSCAF1_000419-T1 ATUBSCAF1_000419	OTHER	1.000000	0.000000	
ATUBSCAF1_000420-T1 ATUBSCAF1_000420	OTHER	1.000000	0.000000	
ATUBSCAF1_000421-T1 ATUBSCAF1_000421	OTHER	1.000000	0.000000	
ATUBSCAF1_000422-T1 ATUBSCAF1_000422	OTHER	1.000000	0.000001	
ATUBSCAF1_000423-T1 ATUBSCAF1_000423	OTHER	1.000000	0.000000	
ATUBSCAF1_000424-T1 ATUBSCAF1_000424	OTHER	1.000000	0.000001	
ATUBSCAF1_000425-T1 ATUBSCAF1_000425	OTHER	1.000000	0.000000	
ATUBSCAF1_000426-T1 ATUBSCAF1_000426	OTHER	1.000000	0.000000	
ATUBSCAF1_000427-T1 ATUBSCAF1_000427	OTHER	1.000000	0.000000	
ATUBSCAF1_000428-T1 ATUBSCAF1_000428	OTHER	1.000000	0.000000	
ATUBSCAF1_000429-T1 ATUBSCAF1_000429	OTHER	1.000000	0.000001	
ATUBSCAF1_000430-T1 ATUBSCAF1_000430	OTHER	1.000000	0.000001	
ATUBSCAF1_000431-T1 ATUBSCAF1_000431	OTHER	1.000000	0.000000	
ATUBSCAF1_000432-T1 ATUBSCAF1_000432	OTHER	1.000000	0.000000	
ATUBSCAF1_000433-T1 ATUBSCAF1_000433	OTHER	1.000000	0.000000	
ATUBSCAF1_000434-T1 ATUBSCAF1_000434	OTHER	0.998343	0.001665	
ATUBSCAF1_000435-T1 ATUBSCAF1_000435	OTHER	0.928731	0.071276	
ATUBSCAF1_000436-T1 ATUBSCAF1_000436	OTHER	1.000000	0.000000	
ATUBSCAF1_000437-T1 ATUBSCAF1_000437	OTHER	0.999696	0.000286	
ATUBSCAF1_000438-T1 ATUBSCAF1_000438	OTHER	1.000000	0.000000	
ATUBSCAF1_000439-T1 ATUBSCAF1_000439	OTHER	1.000000	0.000000	
ATUBSCAF1_000440-T1 ATUBSCAF1_000440	OTHER	1.000000	0.000000	
ATUBSCAF1_000441-T1 ATUBSCAF1_000441	OTHER	1.000000	0.000001	
ATUBSCAF1_000443-T1 ATUBSCAF1_000443	OTHER	1.000000	0.000000	
ATUBSCAF1_000444-T1 ATUBSCAF1_000444	OTHER	1.000000	0.000008	
ATUBSCAF1_000445-T1 ATUBSCAF1_000445	OTHER	0.998682	0.001326	
ATUBSCAF1_000446-T1 ATUBSCAF1_000446	OTHER	1.000000	0.000000	
ATUBSCAF1_000446-T2 ATUBSCAF1_000446	OTHER	1.000000	0.000000	
ATUBSCAF1_000447-T1 ATUBSCAF1_000447	OTHER	1.000000	0.000000	
ATUBSCAF1_000448-T1 ATUBSCAF1_000448	OTHER	1.000000	0.000000	
ATUBSCAF1_000449-T1 ATUBSCAF1_000449	OTHER	0.999840	0.000203	
ATUBSCAF1_000450-T1 ATUBSCAF1_000450	OTHER	0.999993	0.000030	
ATUBSCAF1_000451-T1 ATUBSCAF1_000451	OTHER	1.000000	0.000000	
ATUBSCAF1_000452-T1 ATUBSCAF1_000452	SP	0.000240	0.999733	CS pos: 18-19. Pr: 0.9806
ATUBSCAF1_000452-T2 ATUBSCAF1_000452	SP	0.000240	0.999733	CS pos: 18-19. Pr: 0.9806
ATUBSCAF1_000453-T1 ATUBSCAF1_000453	SP	0.000289	0.999698	CS pos: 25-26. Pr: 0.9797
ATUBSCAF1_000454-T1 ATUBSCAF1_000454	OTHER	1.000000	0.000000	
ATUBSCAF1_000455-T1 ATUBSCAF1_000455	OTHER	1.000000	0.000000	
ATUBSCAF1_000456-T1 ATUBSCAF1_000456	OTHER	1.000000	0.000001	
ATUBSCAF1_000457-T1 ATUBSCAF1_000457	OTHER	1.000000	0.000000	
ATUBSCAF1_000458-T1 ATUBSCAF1_000458	OTHER	1.000000	0.000008	
ATUBSCAF1_000459-T1 ATUBSCAF1_000459	OTHER	1.000000	0.000000	
ATUBSCAF1_000460-T1 ATUBSCAF1_000460	OTHER	1.000000	0.000001	
ATUBSCAF1_000462-T1 ATUBSCAF1_000462	OTHER	0.999997	0.000010	
ATUBSCAF1_000463-T1 ATUBSCAF1_000463	OTHER	1.000000	0.000000	
ATUBSCAF1_000464-T1 ATUBSCAF1_000464	OTHER	1.000000	0.000001	
ATUBSCAF1_000465-T1 ATUBSCAF1_000465	OTHER	1.000000	0.000000	
ATUBSCAF1_000466-T1 ATUBSCAF1_000466	OTHER	1.000000	0.000002	
ATUBSCAF1_000467-T1 ATUBSCAF1_000467	SP	0.000236	0.999752	CS pos: 28-29. Pr: 0.8868
ATUBSCAF1_000468-T1 ATUBSCAF1_000468	OTHER	1.000000	0.000023	
ATUBSCAF1_000468-T2 ATUBSCAF1_000468	OTHER	1.000000	0.000000	
ATUBSCAF1_000469-T1 ATUBSCAF1_000469	OTHER	1.000000	0.000000	
ATUBSCAF1_000470-T1 ATUBSCAF1_000470	OTHER	1.000000	0.000000	
ATUBSCAF1_000470-T2 ATUBSCAF1_000470	OTHER	1.000000	0.000000	
ATUBSCAF1_000471-T1 ATUBSCAF1_000471	OTHER	1.000000	0.000000	
ATUBSCAF1_000471-T2 ATUBSCAF1_000471	OTHER	1.000000	0.000000	
ATUBSCAF1_000472-T1 ATUBSCAF1_000472	OTHER	1.000000	0.000000	
ATUBSCAF1_000473-T1 ATUBSCAF1_000473	OTHER	1.000000	0.000000	
ATUBSCAF1_000474-T1 ATUBSCAF1_000474	OTHER	1.000000	0.000000	
ATUBSCAF1_000475-T1 ATUBSCAF1_000475	OTHER	1.000000	0.000000	
ATUBSCAF1_000476-T1 ATUBSCAF1_000476	OTHER	1.000000	0.000000	
ATUBSCAF1_000477-T1 ATUBSCAF1_000477	OTHER	0.997305	0.002741	
ATUBSCAF1_000478-T1 ATUBSCAF1_000478	OTHER	1.000000	0.000000	
ATUBSCAF1_000479-T1 ATUBSCAF1_000479	OTHER	1.000000	0.000000	
ATUBSCAF1_000480-T1 ATUBSCAF1_000480	OTHER	1.000000	0.000000	
ATUBSCAF1_000481-T1 ATUBSCAF1_000481	OTHER	1.000000	0.000002	
ATUBSCAF1_000482-T1 ATUBSCAF1_000482	OTHER	1.000000	0.000000	
ATUBSCAF1_000483-T1 ATUBSCAF1_000483	OTHER	1.000000	0.000000	
ATUBSCAF1_000484-T1 ATUBSCAF1_000484	SP	0.000520	0.999433	CS pos: 23-24. Pr: 0.9738
ATUBSCAF1_000485-T1 ATUBSCAF1_000485	OTHER	1.000000	0.000000	
ATUBSCAF1_000486-T1 ATUBSCAF1_000486	OTHER	1.000000	0.000000	
ATUBSCAF1_000486-T2 ATUBSCAF1_000486	OTHER	1.000000	0.000000	
ATUBSCAF1_000487-T1 ATUBSCAF1_000487	OTHER	1.000000	0.000000	
ATUBSCAF1_000487-T2 ATUBSCAF1_000487	OTHER	1.000000	0.000000	
ATUBSCAF1_000488-T1 ATUBSCAF1_000488	OTHER	1.000000	0.000001	
ATUBSCAF1_000488-T2 ATUBSCAF1_000488	OTHER	1.000000	0.000001	
ATUBSCAF1_000489-T1 ATUBSCAF1_000489	OTHER	1.000000	0.000000	
ATUBSCAF1_000490-T1 ATUBSCAF1_000490	OTHER	1.000000	0.000000	
ATUBSCAF1_000491-T1 ATUBSCAF1_000491	OTHER	1.000000	0.000000	
ATUBSCAF1_000492-T1 ATUBSCAF1_000492	OTHER	1.000000	0.000000	
ATUBSCAF1_000492-T2 ATUBSCAF1_000492	OTHER	1.000000	0.000000	
ATUBSCAF1_000496-T1 ATUBSCAF1_000496	OTHER	1.000000	0.000001	
ATUBSCAF1_000497-T1 ATUBSCAF1_000497	OTHER	1.000000	0.000000	
ATUBSCAF1_000498-T1 ATUBSCAF1_000498	OTHER	1.000000	0.000000	
ATUBSCAF1_000499-T1 ATUBSCAF1_000499	OTHER	1.000000	0.000000	
ATUBSCAF1_000500-T1 ATUBSCAF1_000500	OTHER	1.000000	0.000000	
ATUBSCAF1_000501-T1 ATUBSCAF1_000501	SP	0.020050	0.979926	CS pos: 23-24. Pr: 0.9188
ATUBSCAF1_000502-T1 ATUBSCAF1_000502	OTHER	1.000000	0.000000	
ATUBSCAF1_000503-T1 ATUBSCAF1_000503	OTHER	1.000000	0.000000	
ATUBSCAF1_000503-T2 ATUBSCAF1_000503	OTHER	1.000000	0.000003	
ATUBSCAF1_000504-T1 ATUBSCAF1_000504	OTHER	1.000000	0.000011	
ATUBSCAF1_000504-T2 ATUBSCAF1_000504	OTHER	1.000000	0.000000	
ATUBSCAF1_000505-T1 ATUBSCAF1_000505	OTHER	1.000000	0.000027	
ATUBSCAF1_000506-T1 ATUBSCAF1_000506	OTHER	1.000000	0.000000	
ATUBSCAF1_000507-T1 ATUBSCAF1_000507	SP	0.271402	0.728574	CS pos: 24-25. Pr: 0.6482
ATUBSCAF1_000508-T1 ATUBSCAF1_000508	OTHER	1.000000	0.000006	
ATUBSCAF1_000510-T1 ATUBSCAF1_000510	OTHER	1.000000	0.000000	
ATUBSCAF1_000511-T1 ATUBSCAF1_000511	OTHER	1.000000	0.000000	
ATUBSCAF1_000512-T1 ATUBSCAF1_000512	OTHER	1.000000	0.000000	
ATUBSCAF1_000513-T1 ATUBSCAF1_000513	OTHER	1.000000	0.000001	
ATUBSCAF1_000514-T1 ATUBSCAF1_000514	SP	0.000623	0.999343	CS pos: 19-20. Pr: 0.9532
ATUBSCAF1_000515-T1 ATUBSCAF1_000515	OTHER	1.000000	0.000001	
ATUBSCAF1_000516-T1 ATUBSCAF1_000516	OTHER	0.999988	0.000000	
ATUBSCAF1_000517-T1 ATUBSCAF1_000517	OTHER	1.000000	0.000000	
ATUBSCAF1_000518-T1 ATUBSCAF1_000518	OTHER	1.000000	0.000001	
ATUBSCAF1_000519-T1 ATUBSCAF1_000519	OTHER	1.000000	0.000000	
ATUBSCAF1_000520-T1 ATUBSCAF1_000520	OTHER	1.000000	0.000000	
ATUBSCAF1_000521-T1 ATUBSCAF1_000521	OTHER	1.000000	0.000000	
ATUBSCAF1_000522-T1 ATUBSCAF1_000522	OTHER	1.000000	0.000000	
ATUBSCAF1_000523-T1 ATUBSCAF1_000523	OTHER	1.000000	0.000002	
ATUBSCAF1_000524-T1 ATUBSCAF1_000524	SP	0.000220	0.999773	CS pos: 26-27. Pr: 0.9800
ATUBSCAF1_000525-T1 ATUBSCAF1_000525	OTHER	1.000000	0.000000	
ATUBSCAF1_000526-T1 ATUBSCAF1_000526	OTHER	1.000000	0.000006	
ATUBSCAF1_000527-T1 ATUBSCAF1_000527	OTHER	0.999596	0.000425	
ATUBSCAF1_000528-T1 ATUBSCAF1_000528	OTHER	1.000000	0.000003	
ATUBSCAF1_000529-T1 ATUBSCAF1_000529	OTHER	1.000000	0.000002	
ATUBSCAF1_000530-T1 ATUBSCAF1_000530	OTHER	1.000000	0.000000	
ATUBSCAF1_000531-T1 ATUBSCAF1_000531	OTHER	1.000000	0.000000	
ATUBSCAF1_000532-T1 ATUBSCAF1_000532	OTHER	1.000000	0.000000	
ATUBSCAF1_000533-T1 ATUBSCAF1_000533	OTHER	1.000000	0.000000	
ATUBSCAF1_000534-T1 ATUBSCAF1_000534	OTHER	0.999691	0.000353	
ATUBSCAF1_000535-T1 ATUBSCAF1_000535	OTHER	0.999755	0.000249	
ATUBSCAF1_000536-T1 ATUBSCAF1_000536	OTHER	1.000000	0.000012	
ATUBSCAF1_000537-T1 ATUBSCAF1_000537	OTHER	1.000000	0.000000	
ATUBSCAF1_000537-T2 ATUBSCAF1_000537	OTHER	1.000000	0.000000	
ATUBSCAF1_000538-T1 ATUBSCAF1_000538	OTHER	1.000000	0.000000	
ATUBSCAF1_000539-T1 ATUBSCAF1_000539	OTHER	1.000000	0.000000	
ATUBSCAF1_000540-T1 ATUBSCAF1_000540	OTHER	1.000000	0.000000	
ATUBSCAF1_000541-T1 ATUBSCAF1_000541	OTHER	1.000000	0.000000	
ATUBSCAF1_000541-T2 ATUBSCAF1_000541	OTHER	0.999920	0.000104	
ATUBSCAF1_000542-T1 ATUBSCAF1_000542	OTHER	1.000000	0.000000	
ATUBSCAF1_000543-T1 ATUBSCAF1_000543	SP	0.000203	0.999816	CS pos: 25-26. Pr: 0.9806
ATUBSCAF1_000544-T1 ATUBSCAF1_000544	OTHER	1.000000	0.000002	
ATUBSCAF1_000544-T2 ATUBSCAF1_000544	OTHER	1.000000	0.000002	
ATUBSCAF1_000545-T1 ATUBSCAF1_000545	OTHER	0.999994	0.000040	
ATUBSCAF1_000546-T1 ATUBSCAF1_000546	OTHER	1.000000	0.000000	
ATUBSCAF1_000547-T1 ATUBSCAF1_000547	OTHER	1.000000	0.000000	
